domain,priority,reason,flame_tp_ids,soa_email,ssl_org,ssl_serial,visual_hash
201gmail.com,1,Combo-squat: gmail,,hostmaster@201gmail.com,,,
208gmail.com,1,Combo-squat: gmail,,hostmaster@208gmail.com,,,
210gmail.com,1,Combo-squat: gmail,,hostmaster@210gmail.com,,,
212gmail.com,1,Combo-squat: gmail,,hostmaster@212gmail.com,,,
211gmail.com,1,Combo-squat: gmail,,hostmaster@211gmail.com,,,
221gmail.com,1,Combo-squat: gmail,,,,,
219gmail.com,1,Combo-squat: gmail,,hostmaster@219gmail.com,,,
216gmail.com,1,Combo-squat: gmail,,hostmaster@216gmail.com,,,
218gmail.com,1,Combo-squat: gmail,,hostmaster@218gmail.com,,,
2323gmail.com,1,Combo-squat: gmail,,,,,
222gmail.com,1,Combo-squat: gmail,,hostmaster@222gmail.com,,,
220gmail.com,1,Combo-squat: gmail,,hostmaster@220gmail.com,,,
2222gmail.com,1,Combo-squat: gmail,,hostmaster@2222gmail.com,,,
235francisco.com,1,Combo-squat: cisco,,,,,
223gmail.com,1,Combo-squat: gmail,,hostmaster@223gmail.com,,,
224gmail.com,1,Combo-squat: gmail,,hostmaster@224gmail.com,,,
227gmail.com,1,Combo-squat: gmail,,hostmaster@227gmail.com,,,
238gmail.com,1,Combo-squat: gmail,,,,,
231gmail.com,1,Combo-squat: gmail,,hostmaster@231gmail.com,,,
239gmail.com,1,Combo-squat: gmail,,,,,
243gmail.com,1,Combo-squat: gmail,,,,,
232gmail.com,1,Combo-squat: gmail,,hostmaster@232gmail.com,,,
235gmail.com,1,Combo-squat: gmail,,hostmaster@235gmail.com,,,
249gmail.com,1,Combo-squat: gmail,,,,,
248gmail.com,1,Combo-squat: gmail,,,,,
3xk.xyz,0,"FLAME:TP-0041,TP-0042","TP-0041,TP-0042",,,,
252gmail.com,1,Combo-squat: gmail,,,,,
242gmail.com,1,Combo-squat: gmail,,hostmaster@242gmail.com,,,
245gmail.com,1,Combo-squat: gmail,,hostmaster@245gmail.com,,,
246gmail.com,1,Combo-squat: gmail,,hostmaster@246gmail.com,,,
253gmail.com,1,Combo-squat: gmail,,,,,
254gmail.com,1,Combo-squat: gmail,,,,,
247gmail.com,1,Combo-squat: gmail,,admins@siteground.com,,,
262gmail.com,1,Combo-squat: gmail,,,,,
259gmail.com,1,Combo-squat: gmail,,,,,
234gmail.com,1,Combo-squat: gmail,,hostmaster@234gmail.com,,,
255gmail.com,1,Combo-squat: gmail,,hostmaster@255gmail.com,,,
256gmail.com,1,Combo-squat: gmail,,hostmaster@256gmail.com,,,
268gmail.com,1,Combo-squat: gmail,,,,,
258gmail.com,1,Combo-squat: gmail,,hostmaster@258gmail.com,,,
266gmail.com,1,Combo-squat: gmail,,hostmaster@266gmail.com,,,
273gmail.com,1,Combo-squat: gmail,,,,,
274gmail.com,1,Combo-squat: gmail,,hostmaster@274gmail.com,,,
288gmail.com,1,Combo-squat: gmail,,hostmaster@288gmail.com,,,
289gmail.com,1,Combo-squat: gmail,,hostmaster@289gmail.com,,,
12gmail.com,1,Combo-squat: gmail,,awsdns-hostmaster@amazon.com,,,
290gmail.com,1,Combo-squat: gmail,,,,,
275gmail.com,1,Combo-squat: gmail,,hostmaster@275gmail.com,,,
295gmail.com,1,Combo-squat: gmail,,,,,
292gmail.com,1,Combo-squat: gmail,,,,,
293gmail.com,1,Combo-squat: gmail,,,,,
299gmail.com,1,Combo-squat: gmail,,hostmaster@299gmail.com,,,
300gmail.com,1,Combo-squat: gmail,,hostmaster@300gmail.com,,,
301gmail.com,1,Combo-squat: gmail,,dns@jomax.net,,,
302gmail.com,1,Combo-squat: gmail,,hostmaster@302gmail.com,,,
304gmail.com,1,Combo-squat: gmail,,hostmaster@304gmail.com,,,
303gmail.com,1,Combo-squat: gmail,,hostmaster@303gmail.com,,,
305gmail.com,1,Combo-squat: gmail,,hostmaster@305gmail.com,,,
307gmail.com,1,Combo-squat: gmail,,hostmaster@307gmail.com,,,
308gmail.com,1,Combo-squat: gmail,,hostmaster@308gmail.com,,,
309gmail.com,1,Combo-squat: gmail,,,,,
gmakl.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 80),TP-0012,dns@jomax.net,,,
310gmail.com,1,Combo-squat: gmail,,hostmaster@310gmail.com,,,
315gmail.com,1,Combo-squat: gmail,,,,,
314gmail.com,1,Combo-squat: gmail,,,,,
312gmail.com,1,Combo-squat: gmail,,hostmaster@312gmail.com,,,
318gmail.com,1,Combo-squat: gmail,,hostmaster@318gmail.com,,,
321gmail.com,1,Combo-squat: gmail,,hostmaster@321gmail.com,,,
323gmail.com,1,Combo-squat: gmail,,,,,
324gmail.com,1,Combo-squat: gmail,,,,,
330gmail.com,1,Combo-squat: gmail,,,,,
mta.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 80),TP-0012,dns@cloudflare.com,,,
32gmail.com,1,Combo-squat: gmail,,hostmaster@32gmail.com,,,
333gmail.com,1,Combo-squat: gmail,,hostmaster@333gmail.com,,,
334gmail.com,1,Combo-squat: gmail,,hostmaster@334gmail.com,,,
336gmail.com,1,Combo-squat: gmail,,,,,
337gmail.com,1,Combo-squat: gmail,,,,,
335gmail.com,1,Combo-squat: gmail,,hostmaster@335gmail.com,,,
338gmail.com,1,Combo-squat: gmail,,,,,
341gmail.com,1,Combo-squat: gmail,,,,,
342gmail.com,1,Combo-squat: gmail,,,,,
344gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
01gmail.com,1,Combo-squat: gmail,,hostmaster@01gmail.com,,,
343gmail.com,1,Combo-squat: gmail,,hostmaster@343gmail.com,,,
02gmail.com,1,Combo-squat: gmail,,hostmaster@02gmail.com,,,
345gmail.com,1,Combo-squat: gmail,,hostmaster@345gmail.com,,,
03gmail.com,1,Combo-squat: gmail,,hostmaster@03gmail.com,,,
05gmail.com,1,Combo-squat: gmail,,hostmaster@05gmail.com,,,
04gmail.com,1,Combo-squat: gmail,,hostmaster@04gmail.com,,,
346gmail.com,1,Combo-squat: gmail,,hostmaster@346gmail.com,,,
353gmail.com,1,Combo-squat: gmail,,,,,
347gmail.com,1,Combo-squat: gmail,,hostmaster@347gmail.com,,,
06gmail.com,1,Combo-squat: gmail,,hostmaster@06gmail.com,,,
08gmail.com,1,Combo-squat: gmail,,hostmaster@08gmail.com,,,
350gmail.com,1,Combo-squat: gmail,,hostmaster@350gmail.com,,,
351gmail.com,1,Combo-squat: gmail,,,,,
07gmail.com,1,Combo-squat: gmail,,hostmaster@07gmail.com,,,
363gmail.com,1,Combo-squat: gmail,,,,,
362gmail.com,1,Combo-squat: gmail,,,,,
367gmail.com,1,Combo-squat: gmail,,,,,
356gmail.com,1,Combo-squat: gmail,,hostmaster@356gmail.com,,,
100gmail.com,1,Combo-squat: gmail,,hostmaster@100gmail.com,,,
364gmail.com,1,Combo-squat: gmail,,hostmaster@364gmail.com,,,
09gmail.com,1,Combo-squat: gmail,,hostmaster@09gmail.com,,,
374gmail.com,1,Combo-squat: gmail,,,,,
360gmail.com,1,Combo-squat: gmail,,hostmaster@360gmail.com,,,
111gmail.com,1,Combo-squat: gmail,,hostmaster@111gmail.com,,,
369gmail.com,1,Combo-squat: gmail,,hostmaster@369gmail.com,,,
372gmail.com,1,Combo-squat: gmail,,,,,
381gmail.com,1,Combo-squat: gmail,,,,,
11gmail.com,1,Combo-squat: gmail,,hostmaster@11gmail.com,,,
383gmail.com,1,Combo-squat: gmail,,,,,
377gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
398gmail.com,1,Combo-squat: gmail,,,,,
394gmail.com,1,Combo-squat: gmail,,,,,
386gmail.com,1,Combo-squat: gmail,,,,,
392gmail.com,1,Combo-squat: gmail,,,,,
385gmail.com,1,Combo-squat: gmail,,hostmaster@385gmail.com,,,
1234gmail.com,1,Combo-squat: gmail,,hostmaster@1234gmail.com,,,
380gmail.com,1,Combo-squat: gmail,,hostmaster@380gmail.com,,,
390gmail.com,1,Combo-squat: gmail,,hostmaster@390gmail.com,,,
401gmail.com,1,Combo-squat: gmail,,,,,
143gmail.com,1,Combo-squat: gmail,,hostmaster@143gmail.com,,,
405gmail.com,1,Combo-squat: gmail,,,,,
417gmail.com,1,Combo-squat: gmail,,,,,
2fwww.finance.google.com.mailfranco.com,1,Combo-squat: google,,,,,
400gmail.com,1,Combo-squat: gmail,,hostmaster@400gmail.com,,,
402gmail.com,1,Combo-squat: gmail,,hostmaster@402gmail.com,,,
411gmail.com,1,Combo-squat: gmail,,hostmaster@411gmail.com,,,
15.02gmail.com,1,Combo-squat: gmail,,,,,
413gmail.com,1,Combo-squat: gmail,,hostmaster@413gmail.com,,,
424gmail.com,1,Combo-squat: gmail,,,,,
14gmail.com,1,Combo-squat: gmail,,hostmaster@14gmail.com,,,
416gmail.com,1,Combo-squat: gmail,,,,,
427gmail.com,1,Combo-squat: gmail,,,,,
425gmail.com,1,Combo-squat: gmail,,,,,
423gmail.com,1,Combo-squat: gmail,,hostmaster@423gmail.com,,,
428gmail.com,1,Combo-squat: gmail,,,,,
15gmail.com,1,Combo-squat: gmail,,hostmaster@15gmail.com,,,
439gmail.com,1,Combo-squat: gmail,,,,,
436gmail.com,1,Combo-squat: gmail,,,,,
420gmail.com,1,Combo-squat: gmail,,hostmaster@420gmail.com,,,
16gmail.com,1,Combo-squat: gmail,,hostmaster@16gmail.com,,,
442gmail.com,1,Combo-squat: gmail,,,,,
4444gmail.com,1,Combo-squat: gmail,,,,,
42gmail.com,1,Combo-squat: gmail,,hostmaster@42gmail.com,,,
449gmail.com,1,Combo-squat: gmail,,,,,
430gmail.com,1,Combo-squat: gmail,,hostmaster@430gmail.com,,,
443gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
17gmail.com,1,Combo-squat: gmail,,hostmaster@17gmail.com,,,
451gmail.com,1,Combo-squat: gmail,,,,,
440gmail.com,1,Combo-squat: gmail,,hostmaster@440gmail.com,,,
435gmail.com,1,Combo-squat: gmail,,hostmaster@435gmail.com,,,
432gmail.com,1,Combo-squat: gmail,,hostmaster@432gmail.com,,,
447gmail.com,1,Combo-squat: gmail,,,,,
448gmail.com,1,Combo-squat: gmail,,,,,
455gmail.com,1,Combo-squat: gmail,,,,,
465gmail.com,1,Combo-squat: gmail,,,,,
453gmail.com,1,Combo-squat: gmail,,,,,
18gmail.com,1,Combo-squat: gmail,,hostmaster@18gmail.com,,,
473gmail.com,1,Combo-squat: gmail,,,,,
450gmail.com,1,Combo-squat: gmail,,hostmaster@450gmail.com,,,
467gmail.com,1,Combo-squat: gmail,,,,,
466gmail.com,1,Combo-squat: gmail,,,,,
471gmail.com,1,Combo-squat: gmail,,,,,
gmails.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 60),TP-0012,,,,
456gmail.com,1,Combo-squat: gmail,,hostmaster@456gmail.com,,,
45gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
474gmail.com,1,Combo-squat: gmail,,,,,
460gmail.com,1,Combo-squat: gmail,,hostmaster@460gmail.com,,,
488gmail.com,1,Combo-squat: gmail,,,,,
487gmail.com,1,Combo-squat: gmail,,,,,
490gmail.com,1,Combo-squat: gmail,,,,,
491gmail.com,1,Combo-squat: gmail,,,,,
486gmail.com,1,Combo-squat: gmail,,,,,
480gmail.com,1,Combo-squat: gmail,,,,,
475gmail.com,1,Combo-squat: gmail,,,,,
459gmail.com,1,Combo-squat: gmail,,hostmaster@renewyourname.net,,,
481gmail.com,1,Combo-squat: gmail,,,,,
5.u.gmail3.com.5.6.g.k.h.6.h.cad.creou.dev,1,Combo-squat: gmail,,,,,
501gmail.com,1,Combo-squat: gmail,,,,,
499gmail.com,1,Combo-squat: gmail,,hostmaster@499gmail.com,,,
4cities.com,1,Combo-squat: citi,,dns@namebright.com,,,
506gmail.com,1,Combo-squat: gmail,,hostmaster@506gmail.com,,,
504gmail.com,1,Combo-squat: gmail,,hostmaster@504gmail.com,,,
507gmail.com,1,Combo-squat: gmail,,hostmaster@507gmail.com,,,
502gmail.com,1,Combo-squat: gmail,,hostmaster@502gmail.com,,,
508gmail.com,1,Combo-squat: gmail,,hostmaster@508gmail.com,,,
511gmail.com,1,Combo-squat: gmail,,,,,
505gmail.com,1,Combo-squat: gmail,,hostmaster@505gmail.com,,,
514gmail.com,1,Combo-squat: gmail,,,,,
518gmail.com,1,Combo-squat: gmail,,,,,
517gmail.com,1,Combo-squat: gmail,,,,,
512gmail.com,1,Combo-squat: gmail,,hostmaster@512gmail.com,,,
510gmail.com,1,Combo-squat: gmail,,hostmaster@510gmail.com,,,
521gmail.com,1,Combo-squat: gmail,,hostmaster@521gmail.com,,,
523gmail.com,1,Combo-squat: gmail,,hostmaster@523gmail.com,,,
525gmail.com,1,Combo-squat: gmail,,,,,
520gmail.com,1,Combo-squat: gmail,,hostmaster@520gmail.com,,,
526gmail.com,1,Combo-squat: gmail,,,,,
524gmail.com,1,Combo-squat: gmail,,,,,
522gmail.com,1,Combo-squat: gmail,,hostmaster@522gmail.com,,,
536gmail.com,1,Combo-squat: gmail,,,,,
540gmail.com,1,Combo-squat: gmail,,,,,
535gmail.com,1,Combo-squat: gmail,,,,,
541gmail.com,1,Combo-squat: gmail,,,,,
528gmail.com,1,Combo-squat: gmail,,hostmaster@528gmail.com,,,
52gmail.com,1,Combo-squat: gmail,,hostmaster@52gmail.com,,,
547gmail.com,1,Combo-squat: gmail,,,,,
551gmail.com,1,Combo-squat: gmail,,,,,
19gmail.com,1,Combo-squat: gmail,,hostmaster@19gmail.com,,,
549gmail.com,1,Combo-squat: gmail,,,,,
546gmail.com,1,Combo-squat: gmail,,,,,
googli.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 60),TP-0012,hostmaster@registrar-servers.com,,,
550gmail.com,1,Combo-squat: gmail,,,,,
2000gmail.com,1,Combo-squat: gmail,,hostmaster@2000gmail.com,,,
553gmail.com,1,Combo-squat: gmail,,,,,
545gmail.com,1,Combo-squat: gmail,,hostmaster@545gmail.com,,,
563gmail.com,1,Combo-squat: gmail,,,,,
3dsgateway.eu,1,Combo-squat: gate,,ms@gts.ro,,,
560gmail.com,1,Combo-squat: gmail,,,,,
5555gmail.com,1,Combo-squat: gmail,,hostmaster@5555gmail.com,,,
556gmail.com,1,Combo-squat: gmail,,hostmaster@556gmail.com,,,
555gmail.com,1,Combo-squat: gmail,,hostmaster@555gmail.com,,,
568gmail.com,1,Combo-squat: gmail,,,,,
569gmail.com,1,Combo-squat: gmail,,,,,
2016gmail.com,1,Combo-squat: gmail,,hostmaster@2016gmail.com,,,
573gmail.com,1,Combo-squat: gmail,,,,,
565gmail.com,1,Combo-squat: gmail,,hostmaster@565gmail.com,,,
570gmail.com,1,Combo-squat: gmail,,,,,
576gmail.com,1,Combo-squat: gmail,,,,,
2018gmail.com,1,Combo-squat: gmail,,hostmaster@2018gmail.com,,,
2017gmail.com,1,Combo-squat: gmail,,hostmaster@2017gmail.com,,,
578gmail.com,1,Combo-squat: gmail,,,,,
567gmail.com,1,Combo-squat: gmail,,hostmaster@567gmail.com,,,
574gmail.com,1,Combo-squat: gmail,,,,,
575gmail.com,1,Combo-squat: gmail,,,,,
580gmail.com,1,Combo-squat: gmail,,,,,
566gmail.com,1,Combo-squat: gmail,,hostmaster@566gmail.com,,,
2020gmail.com,1,Combo-squat: gmail,,hostmaster@2020gmail.com,,,
581gmail.com,1,Combo-squat: gmail,,,,,
577gmail.com,1,Combo-squat: gmail,,,,,
annwilde.com,0,FLAME:TP-0043,TP-0043,,,,
588gmail.com,1,Combo-squat: gmail,,,,,
594gmail.com,1,Combo-squat: gmail,,,,,
2019gmail.com,1,Combo-squat: gmail,,hostmaster@2019gmail.com,,,
587gmail.com,1,Combo-squat: gmail,,,,,
595gmail.com,1,Combo-squat: gmail,,,,,
602gmail.com,1,Combo-squat: gmail,,,,,
590gmail.com,1,Combo-squat: gmail,,hostmaster@590gmail.com,,,
613gmail.com,1,Combo-squat: gmail,,,,,
619gmail.com,1,Combo-squat: gmail,,,,,
605gmail.com,1,Combo-squat: gmail,,hostmaster@605gmail.com,,,
611gmail.com,1,Combo-squat: gmail,,,,,
608gmail.com,1,Combo-squat: gmail,,hostmaster@608gmail.com,,,
624gmail.com,1,Combo-squat: gmail,,,,,
620gmail.com,1,Combo-squat: gmail,,hostmaster@620gmail.com,,,
623gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
627gmail.com,1,Combo-squat: gmail,,,,,
631gmail.com,1,Combo-squat: gmail,,,,,
625gmail.com,1,Combo-squat: gmail,,hostmaster@625gmail.com,,,
634gmail.com,1,Combo-squat: gmail,,,,,
638gmail.com,1,Combo-squat: gmail,,,,,
622gmail.com,1,Combo-squat: gmail,,hostmaster@622gmail.com,,,
626gmail.com,1,Combo-squat: gmail,,hostmaster@626gmail.com,,,
639gmail.com,1,Combo-squat: gmail,,,,,
640gmail.com,1,Combo-squat: gmail,,,,,
62gmail.com,1,Combo-squat: gmail,,hostmaster@62gmail.com,,,
645gmail.com,1,Combo-squat: gmail,,,,,
641gmail.com,1,Combo-squat: gmail,,,,,
644gmail.com,1,Combo-squat: gmail,,,,,
646gmail.com,1,Combo-squat: gmail,,,,,
24gmail.com,1,Combo-squat: gmail,,hostmaster@24gmail.com,,,
648gmail.com,1,Combo-squat: gmail,,,,,
651gmail.com,1,Combo-squat: gmail,,,,,
649gmail.com,1,Combo-squat: gmail,,,,,
652gmail.com,1,Combo-squat: gmail,,,,,
654gmail.com,1,Combo-squat: gmail,,,,,
657gmail.com,1,Combo-squat: gmail,,,,,
656gmail.com,1,Combo-squat: gmail,,,,,
655gmail.com,1,Combo-squat: gmail,,hostmaster@655gmail.com,,,
663gmail.com,1,Combo-squat: gmail,,,,,
26gmail.com,1,Combo-squat: gmail,,hostmaster@26gmail.com,,,
6666gmail.com,1,Combo-squat: gmail,,,,,
282gmail.co.com,1,Combo-squat: gmail,,,,,
25gmail.com,1,Combo-squat: gmail,,hostmaster@25gmail.com,,,
665gmail.com,1,Combo-squat: gmail,,,,,
667gmail.com,1,Combo-squat: gmail,,,,,
666gmail.com,1,Combo-squat: gmail,,hostmaster@666gmail.com,,,
672gmail.com,1,Combo-squat: gmail,,,,,
27gmail.com,1,Combo-squat: gmail,,hostmaster@27gmail.com,,,
675gmail.com,1,Combo-squat: gmail,,,,,
668gmail.com,1,Combo-squat: gmail,,,,,
673gmail.com,1,Combo-squat: gmail,,,,,
671gmail.com,1,Combo-squat: gmail,,,,,
684gmail.com,1,Combo-squat: gmail,,,,,
28gmail.com,1,Combo-squat: gmail,,hostmaster@28gmail.com,,,
687gmail.com,1,Combo-squat: gmail,,,,,
694gmail.com,1,Combo-squat: gmail,,,,,
693gmail.com,1,Combo-squat: gmail,,,,,
676gmail.com,1,Combo-squat: gmail,,hostmaster@676gmail.com,,,
689gmail.com,1,Combo-squat: gmail,,,,,
683gmail.com,1,Combo-squat: gmail,,,,,
678gmail.com,1,Combo-squat: gmail,,hostmaster@678gmail.com,,,
6969gmail.com,1,Combo-squat: gmail,,,,,
697gmail.com,1,Combo-squat: gmail,,,,,
29gmail.com,1,Combo-squat: gmail,,hostmaster@29gmail.com,,,
698gmail.com,1,Combo-squat: gmail,,,,,
699gmail.com,1,Combo-squat: gmail,,,,,
701gmail.com,1,Combo-squat: gmail,,,,,
702gmail.com,1,Combo-squat: gmail,,hostmaster@702gmail.com,,,
700gmail.com,1,Combo-squat: gmail,,hostmaster@700gmail.com,,,
709gmail.com,1,Combo-squat: gmail,,,,,
706gmail.com,1,Combo-squat: gmail,,hostmaster@706gmail.com,,,
707gmail.com,1,Combo-squat: gmail,,hostmaster@707gmail.com,,,
713gmail.com,1,Combo-squat: gmail,,,,,
708gmail.com,1,Combo-squat: gmail,,hostmaster@708gmail.com,,,
716gmail.com,1,Combo-squat: gmail,,,,,
718gmail.com,1,Combo-squat: gmail,,,,,
710gmail.com,1,Combo-squat: gmail,,hostmaster@710gmail.com,,,
715gmail.com,1,Combo-squat: gmail,,hostmaster@715gmail.com,,,
719gmail.com,1,Combo-squat: gmail,,hostmaster@719gmail.com,,,
7.1.gmail.com.gmail.com.5.01.cad.edu.gr,1,Combo-squat: gmail,,,,,
720gmail.com,1,Combo-squat: gmail,,hostmaster@720gmail.com,,,
723gmail.com,1,Combo-squat: gmail,,,,,
721gmail.com,1,Combo-squat: gmail,,hostmaster@721gmail.com,,,
30gmail.com,1,Combo-squat: gmail,,hostmaster@30gmail.com,,,
727gmail.com,1,Combo-squat: gmail,,hostmaster@727gmail.com,,,
gnail.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 80),TP-0012,,,,
72229rohrdorf.gmail.deail.com,1,Combo-squat: gmail,,dns@jomax.net,,,
728gmail.com,1,Combo-squat: gmail,,hostmaster@728gmail.com,,,
730gmail.com,1,Combo-squat: gmail,,hostmaster@730gmail.com,,,
738gmail.com,1,Combo-squat: gmail,,,,,
733gmail.com,1,Combo-squat: gmail,,,,,
739gmail.com,1,Combo-squat: gmail,,,,,
745gmail.com,1,Combo-squat: gmail,,,,,
735gmail.com,1,Combo-squat: gmail,,,,,
31gmail.com,1,Combo-squat: gmail,,hostmaster@31gmail.com,,,
743gmail.com,1,Combo-squat: gmail,,,,,
747gmail.com,1,Combo-squat: gmail,,,,,
628gmail.com,1,Combo-squat: gmail,,support@spaceship.com,,,
760gmail.com,1,Combo-squat: gmail,,,,,
758gmail.com,1,Combo-squat: gmail,,,,,
76271gmail.com,1,Combo-squat: gmail,,,,,
756gmail.com,1,Combo-squat: gmail,,hostmaster@756gmail.com,,,
765gmail.com,1,Combo-squat: gmail,,,,,
766gmail.com,1,Combo-squat: gmail,,,,,
767gmail.com,1,Combo-squat: gmail,,hostmaster@767gmail.com,,,
768gmail.com,1,Combo-squat: gmail,,hostmaster@768gmail.com,,,
770gmail.com,1,Combo-squat: gmail,,hostmaster@770gmail.com,,,
776gmail.com,1,Combo-squat: gmail,,,,,
779gmail.com,1,Combo-squat: gmail,,,,,
777gmail.com,1,Combo-squat: gmail,,dns@namebright.com,,,
782gmail.com,1,Combo-squat: gmail,,,,,
33gmail.com,1,Combo-squat: gmail,,hostmaster@33gmail.com,,,
784gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
785gmail.com,1,Combo-squat: gmail,,,,,
783gmail.com,1,Combo-squat: gmail,,hostmaster@783gmail.com,,,
787gmail.com,1,Combo-squat: gmail,,,,,
7878gmail.com,1,Combo-squat: gmail,,,,,
789gmail.com,1,Combo-squat: gmail,,hostmaster@789gmail.com,,,
790gmail.com,1,Combo-squat: gmail,,hostmaster@790gmail.com,,,
34gmail.com,1,Combo-squat: gmail,,hostmaster@34gmail.com,,,
794gmail.com,1,Combo-squat: gmail,,,,,
798gmail.com,1,Combo-squat: gmail,,,,,
799gmail.com,1,Combo-squat: gmail,,hostmaster@799gmail.com,,,
35gmail.com,1,Combo-squat: gmail,,hostmaster@35gmail.com,,,
803gmail.com,1,Combo-squat: gmail,,,,,
36gmail.com,1,Combo-squat: gmail,,hostmaster@36gmail.com,,,
807gmail.com,1,Combo-squat: gmail,,,,,
37gmail.com,1,Combo-squat: gmail,,hostmaster@37gmail.com,,,
800gmail.com,1,Combo-squat: gmail,,hostmaster@800gmail.com,,,
809gmail.com,1,Combo-squat: gmail,,,,,
806gmail.com,1,Combo-squat: gmail,,hostmaster@806gmail.com,,,
38gmail.com,1,Combo-squat: gmail,,hostmaster@38gmail.com,,,
811gmail.com,1,Combo-squat: gmail,,,,,
808gmail.com,1,Combo-squat: gmail,,hostmaster@808gmail.com,,,
39gmail.com,1,Combo-squat: gmail,,hostmaster@39gmail.com,,,
818gmail.com,1,Combo-squat: gmail,,,,,
810gmail.com,1,Combo-squat: gmail,,hostmaster@810gmail.com,,,
820gmail.com,1,Combo-squat: gmail,,,,,
819gmail.com,1,Combo-squat: gmail,,hostmaster@819gmail.com,,,
41gmail.com,1,Combo-squat: gmail,,hostmaster@41gmail.com,,,
823gmail.com,1,Combo-squat: gmail,,,,,
emailtemporario.com.br,0,FLAME:TP-0012,TP-0012,,,,
827gmail.com,1,Combo-squat: gmail,,,,,
830gmail.com,1,Combo-squat: gmail,,,,,
825gmail.com,1,Combo-squat: gmail,,,,,
834gmail.com,1,Combo-squat: gmail,,,,,
817gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
821gmail.com,1,Combo-squat: gmail,,hostmaster@821gmail.com,,,
839gmail.com,1,Combo-squat: gmail,,,,,
43gmail.com,1,Combo-squat: gmail,,hostmaster@43gmail.com,,,
835gmail.com,1,Combo-squat: gmail,,,,,
833gmail.com,1,Combo-squat: gmail,,,,,
841gmail.com,1,Combo-squat: gmail,,,,,
848gmail.com,1,Combo-squat: gmail,,,,,
840gmail.com,1,Combo-squat: gmail,,,,,
842gmail.com,1,Combo-squat: gmail,,,,,
845gmail.com,1,Combo-squat: gmail,,,,,
44gmail.com,1,Combo-squat: gmail,,hostmaster@44gmail.com,,,
850gmail.com,1,Combo-squat: gmail,,,,,
849gmail.com,1,Combo-squat: gmail,,,,,
46gmail.com,1,Combo-squat: gmail,,hostmaster@46gmail.com,,,
853gmail.com,1,Combo-squat: gmail,,,,,
gma2il.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 60),TP-0012,,,,
847gmail.com,1,Combo-squat: gmail,,dns@jomax.net,,,
858gmail.com,1,Combo-squat: gmail,,,,,
859gmail.com,1,Combo-squat: gmail,,,,,
857gmail.com,1,Combo-squat: gmail,,,,,
47gmail.com,1,Combo-squat: gmail,,hostmaster@47gmail.com,,,
48gmail.com,1,Combo-squat: gmail,,hostmaster@48gmail.com,,,
49gmail.com,1,Combo-squat: gmail,,hostmaster@49gmail.com,,,
871gmail.com,1,Combo-squat: gmail,,,,,
873gmail.com,1,Combo-squat: gmail,,,,,
860gmail.com,1,Combo-squat: gmail,,,,,
854gmail.com,1,Combo-squat: gmail,,hostmaster@854gmail.com,,,
4gmail.com,1,Combo-squat: gmail,,hostmaster@4gmail.com,,,
874gmail.com,1,Combo-squat: gmail,,,,,
852gmail.com,1,Combo-squat: gmail,,support@regery.com,,,
887gmail.com,1,Combo-squat: gmail,,,,,
885gmail.com,1,Combo-squat: gmail,,,,,
880gmail.com,1,Combo-squat: gmail,,,,,
8888gmail.com,1,Combo-squat: gmail,,,,,
50gmail.com,1,Combo-squat: gmail,,hostmaster@50gmail.com,,,
891gmail.com,1,Combo-squat: gmail,,,,,
893gmail.com,1,Combo-squat: gmail,,,,,
892gmail.com,1,Combo-squat: gmail,,,,,
876gmail.com,1,Combo-squat: gmail,,hostmaster@876gmail.com,,,
894gmail.com,1,Combo-squat: gmail,,,,,
899gmail.com,1,Combo-squat: gmail,,,,,
890gmail.com,1,Combo-squat: gmail,,hostmaster@890gmail.com,,,
888gmail.com,1,Combo-squat: gmail,,hostmaster@888gmail.com,,,
903gmail.com,1,Combo-squat: gmail,,,,,
902gmail.com,1,Combo-squat: gmail,,,,,
905gmail.com,1,Combo-squat: gmail,,,,,
901gmail.com,1,Combo-squat: gmail,,dns@cloudflare.com,,,
908gmail.com,1,Combo-squat: gmail,,,,,
913gmail.com,1,Combo-squat: gmail,,,,,
909gmail.com,1,Combo-squat: gmail,,hostmaster@909gmail.com,,,
906gmail.com,1,Combo-squat: gmail,,hostmaster@906gmail.com,,,
911gmail.com,1,Combo-squat: gmail,,hostmaster@911gmail.com,,,
920gmail.com,1,Combo-squat: gmail,,,,,
53gmail.com,1,Combo-squat: gmail,,hostmaster@53gmail.com,,,
91gmail.com,1,Combo-squat: gmail,,dns@namebright.com,,,
922gmail.com,1,Combo-squat: gmail,,,,,
916gmail.com,1,Combo-squat: gmail,,hostmaster@916gmail.com,,,
